region,crop_type,soil_moisture_%,soil_pH,temperature_C,rainfall_mm,humidity_%,sunlight_hours,irrigation_type,fertilizer_type,pesticide_usage_ml,total_days,yield_kg_per_hectare,NDVI_index,crop_disease_status,crop_duration_days,Stress_Index,water_index,Fertility_Index,temp_humidity_index
North India,Maize,-0.14399947533755345,-0.38288983097678303,-0.1657588117737979,1.4875813644378482,-0.5636004831876914,-1.1302751201337906,Sprinkler,Inorganic,1.516618839927554,1.281431003870535,-1.451067806307125,1.0725541392796347,Moderate,1.281431003870535,-0.9235318712317513,0.8453561735563463,-0.22454869702637295,-0.5010981721140975
Central USA,Wheat,-1.3757672831957337,0.5060409311802279,-0.6635555007776853,0.26272583419849965,-0.26554601913566944,0.6567304725473999,Manual,Inorganic,-1.4918986523473794,-0.1487375272349725,-0.7966763702337405,0.44479551780065346,Moderate,-0.1487375272349725,-0.5801705422788965,-0.8141943536361339,-1.2886276206597718,-0.61931296964175
East Africa,Rice,1.6370835198520977,-1.2547257707846196,0.4630370059153229,0.8812460301717273,-1.6033730515893554,-1.556316188587584,Manual,Inorganic,-0.330344015713005,0.5067563828550518,-1.2096034434906695,0.9013472425126396,Mild,0.5067563828550518,-0.9983746982340483,2.0080326903421004,1.1296402339896043,-0.9424096910228783
East Africa,Maize,-0.27812311174164667,0.4718512864818805,-0.8768969389222085,-1.43069301441412,0.7920004393241425,-0.02375178956629851,Sprinkler,Mixed,-1.2348705702200602,-0.089147171772243,-1.0011838153949837,-0.06882517250033172,Severe,-0.089147171772243,1.163225466763704,-1.056753672215377,-0.1743664684916775,-0.14264785738877803
South India,Wheat,-0.09173070526831108,1.3265924039405441,-0.1451732344089756,-1.519448654803383,0.6087926494940001,1.2070335193002166,Manual,Mixed,-0.4516552049176395,0.26839496100413385,-0.7427837064113456,1.4720368984026226,Mild,0.26839496100413385,1.7698312779897865,-1.0628433597924751,0.2062030256239619,0.3276562607168856
Central USA,Soybean,-0.8777346627246518,1.6172043838764896,1.1535895556989113,-1.0039459259902364,-0.033801837223661445,-0.5089652286386749,Manual,Inorganic,1.1049189915643254,0.5663467383177813,1.281954212561482,0.7301403457456447,Severe,0.5663467383177813,1.300441776700879,-1.030965721654629,-0.6084493929478919,0.7744612840104237
South USA,Soybean,-1.3974637537905135,1.5659199168289708,0.5940361346005569,-0.2657925423472376,0.6026401490892572,-0.568137599257257,Sprinkler,Organic,-0.16050835082651696,-1.340544636489562,0.03365249532278107,0.7301403457456447,Moderate,-1.340544636489562,0.532867058401793,-0.9976371216351266,-1.1955726032956993,0.9055615705432208
East Africa,Maize,1.2682435197408408,-0.8957345014519809,0.5659648927394351,0.08341451703142358,-1.2943808090400117,-0.7160685258037133,Drip,Mixed,0.5499203009531236,-1.2213639255641031,-1.1490455791132987,1.1866920704576316,Severe,-1.2213639255641031,-0.6644522864016413,0.888511478694069,0.9326266070090428,-0.6473496572545541
North India,Wheat,-1.4950978714670227,0.4376616417835347,0.34888062234676237,0.4305446113463734,0.8993273908291133,-0.3136964055973527,Drip,Inorganic,1.3960658456554482,0.6855274492432402,1.5287967615035003,-0.3541700004453229,Severe,0.6855274492432402,0.04398510388387275,-0.849995312652771,-1.4173818942725769,0.9418672916548035
North India,Wheat,-1.1065338071786937,-0.3316053639292628,-0.07218800557005968,-0.6457386846688261,-1.2314885826804107,1.266205889918799,Manual,Mixed,1.7342207855633667,-1.2809542810268326,0.8606231907787136,-0.1258941380893301,Moderate,-1.2809542810268326,-0.2793972669686992,-0.9790234764488643,-1.125998496221853,-0.9169959849671394
South USA,Rice,-1.1657059997099113,-1.5795273954189124,1.7281143057898634,1.1680056733014685,-0.29289046537897456,1.6271573506921515,Sprinkler,Inorganic,1.5492212220262993,-1.0425928591759146,0.8690015694814519,1.3008300016356276,Severe,-1.0425928591759146,-0.3299696486361336,-0.32314801659133074,-1.3431086506379755,0.9140843189082742
North India,Wheat,1.6104560332130493,-0.02389856164414441,1.8067137830010038,-1.0785782039462628,-0.5164313134179909,-1.6154885592061667,Sprinkler,Mixed,1.3740781926121084,0.03003353915321595,-0.758517670892785,1.3008300016356276,Moderate,0.03003353915321595,0.8644527408132353,-0.14846161042242328,1.5647542798917182,0.7414687922789074
South USA,Maize,-1.4960840746758763,-1.5795273954189124,0.2927381386245193,-0.5684755842987657,-0.7358704945205117,-0.4202066727108009,Sprinkler,Mixed,-0.6821464644064448,0.5663467383177813,-1.3276593167476667,-0.5824458628013163,Moderate,0.5663467383177813,0.06650341703847207,-1.1430512674970918,-1.6202410048654963,-0.35491798204595454
South India,Rice,0.42799838579755045,-0.38288983097678303,-1.6591488787854598,-1.6886520753270644,0.7168032121550548,1.0591025927537605,Sprinkler,Organic,0.4316418914786049,-0.5658700154740788,1.442600887830263,0.787209311334643,Moderate,-0.5658700154740788,0.8060847202857935,-1.063103414761282,0.3152389481481267,-0.8164289084675664
East Africa,Maize,0.09959271724929272,-0.0068037392949715034,0.023254216757753614,0.125230746980811,-0.09942850820759296,-1.733833300443332,Manual,Mixed,-1.262923782723632,-0.6254603709368083,0.9836651795403926,0.33065758662265676,Moderate,-0.6254603709368083,-0.3526719522793304,0.1396146398853435,0.09554508111183459,-0.05119938080833626
East Africa,Soybean,-0.8668864274272621,-1.5795273954189124,-0.012302689599667153,-0.0086642674597778,0.742780436086194,0.9585095627021704,Sprinkler,Organic,1.1663327810991717,0.3875756719295928,1.5000051406918518,-0.2971010348563245,Severe,0.3875756719295928,0.07080401171057658,-0.5750999622586598,-1.0924486406948744,0.5284904964565255
South India,Cotton,0.07986865307221991,0.33509270768849425,-0.045988179833012864,1.1133122599570702,0.7639723819247554,0.7099856061041241,Sprinkler,Mixed,-0.5274746981705359,0.20880460554140437,-0.4480062624294496,-0.525376897212318,Moderate,0.20880460554140437,-0.5075064510719138,0.8143425630667783,0.1577078181368559,0.5163076024656797
Central USA,Soybean,0.019710257332148696,1.5146354497814507,-0.7664833876017975,-0.7901569887655525,1.4954363189331572,1.692246958372593,Manual,Mixed,-0.9293180124108873,-0.5658700154740788,-0.09692406797930471,-0.8107217251573094,Severe,-0.5658700154740788,0.5423705057525451,-0.5377793277913179,0.3718546063345327,0.3692993539878265
East Africa,Soybean,-0.3412401171082789,1.6001095615273166,1.252774610274874,1.4810735405715525,1.0278462881726464,-0.7634064222985792,Manual,Mixed,-1.3667964884801003,-0.8042314373249967,0.8151856151283603,1.4720368984026226,Moderate,-0.8042314373249967,-0.19004245272937118,0.6392202595675384,-0.011582232661467396,1.8129538706902533
South India,Wheat,0.47336373340481736,0.24961859594262817,-0.9030967646592547,0.4953459213341663,0.09266622665162273,0.47329612362979406,Drip,Organic,-0.22647130995653672,-1.4001349919522914,0.5896768219268859,1.4720368984026226,Severe,-1.4001349919522914,-0.7292124137426353,0.6875732354002526,0.5304966293648818,-0.568456083589763
South USA,Cotton,0.5936805248849601,0.8308425558145192,-0.7365407296166012,-0.8354348271544592,-1.519972490547276,0.9348406144547369,Sprinkler,Mixed,0.883526071265868,-0.20832788269770194,1.2751270697935335,1.1296231048686332,Severe,-0.20832788269770194,-0.6363490453531849,-0.32151683903036243,0.8152988726283799,-1.4248475135024572
South India,Maize,1.3747534662970324,-1.7162859742122987,0.31519513211341665,-1.4518780580639752,1.637627439398343,-0.7811581334841541,Sprinkler,Organic,1.2671727071255239,-1.0425928591759146,1.024781455086689,-0.8677906907463078,Mild,-1.0425928591759146,2.1372318706913567,-0.6190517710180501,0.7398275781447449,1.4807325749425935
North India,Maize,1.0779063004320908,0.19833412889510793,1.0244618431377523,-1.2159348268263706,1.204217966441962,1.3904678682178226,Sprinkler,Mixed,-0.5176181640476593,-1.4001349919522914,-1.1027471527518804,-1.7238251745812825,Severe,-1.4001349919522914,1.938780043436028,-0.4753239415076951,1.1178030188807284,1.7729378185947136
South India,Cotton,0.9496998832811195,1.5146354497814507,-0.6803982458943582,0.6789496329662458,-1.683355556851022,0.5265512571865182,Sprinkler,Organic,0.6416618877891279,-1.1617735701013736,-0.350525573494335,0.9013472425126396,Severe,-1.1617735701013736,-1.140779937945074,1.2238226748892798,1.4041031950183562,-1.4993241782040605
Central USA,Maize,0.46941892056940293,-0.9983034355470198,-1.3110654797075534,-1.2930594628588505,0.8337007198451822,0.354951382392629,Sprinkler,Mixed,0.23754398875118965,0.26839496100413385,1.0015299626135754,0.8442782769236413,Severe,0.26839496100413385,0.4626235945521749,-0.7393633876691789,0.18675353428196056,-0.4759242405473648
East Africa,Cotton,0.1715855514956072,-0.5196484097701694,1.6214435867176031,-1.4349854088791232,1.110563238058643,1.414136816465255,Sprinkler,Mixed,0.19432687759703862,1.4602020702587233,0.041289349155592396,-0.06882517250033172,Severe,1.4602020702587233,3.208124145837218,-0.9348291759648948,0.0395956632866044,2.2080530389561925
North India,Cotton,-1.1962782991843737,-0.3316053639292628,0.30022380312081887,0.11096892020999333,0.5773465363142001,-0.6983168146181389,Drip,Inorganic,-0.7685806867147468,-0.9830025037131851,0.23892703517705258,0.10238172426666334,Severe,-0.9830025037131851,0.08376982521116773,-0.7424838373756066,-1.2110926060329825,0.6547954923574372
North India,Cotton,-1.5424356254919969,-0.3487001862784357,1.067504413991472,0.8276603315279755,1.6219043828084425,0.5028823089390851,Sprinkler,Inorganic,1.7509010740790039,1.5197924257214528,1.3940097006641274,0.5589334489786496,Mild,1.5197924257214528,0.32259639986024424,-0.7742493086588856,-1.5409539701314903,2.1805307512645715
Central USA,Wheat,-1.0355271761412324,0.07867037245089607,0.1692246744355848,0.6961192108262594,-0.9614621760277758,-1.7811711969381978,Drip,Inorganic,-0.056635645070048674,-0.1487375272349725,0.08080324912089697,-1.2102044842802975,Mild,-0.1487375272349725,-0.7361838367028987,-0.3940402676008894,-1.001058485608064,-0.5945686008431134
North India,Wheat,1.1420095090075764,-0.3145105415800899,1.0562759172470235,1.2358531987160377,-1.6689997225732869,-1.0592682753914915,Drip,Mixed,-1.5222264496485378,0.9238888710941581,1.2409231697588559,-0.9248596563353061,Mild,0.9238888710941581,-0.9842526982968078,1.920592469575889,1.0116920540397747,-0.736871573696581
North India,Rice,0.0877582787430491,-0.7589759226585946,1.2434175296545,0.7088579298836886,-0.6319615987959534,0.33128243414519604,Manual,Organic,-0.6070851660860773,0.20880460554140437,-0.9791170580588805,0.33065758662265676,Mild,0.20880460554140437,-0.45188556125541673,0.5392093741582121,-0.0956703342997345,0.2905429934650014
South USA,Soybean,0.059158385686293995,1.5659199168289708,1.7131429767972657,0.5006075661622349,0.9635868395008803,-0.6628133922469891,Sprinkler,Inorganic,-1.1279650847334761,1.1026599374823465,0.10124206105290795,0.6730713801566462,Severe,1.1026599374823465,0.37028174951383425,0.37166610035461356,0.4277611838704632,2.1426748602008057
North India,Soybean,-0.22782674809011155,-0.3316053639292628,0.17296750668373492,-0.478889157884018,-0.8507171687423917,-0.6213927328139812,Drip,Inorganic,1.2535251983400026,0.9834792265568876,1.0949876660474773,0.33065758662265676,Severe,0.9834792265568876,-0.22833666387603754,-0.4549959207629095,-0.29282430015903554,-0.5099413500080657
South India,Soybean,0.8481209527691957,0.1641444841967621,-0.016045521847816602,1.1864214301997087,-0.5841088178701702,1.6034884024447191,Drip,Organic,1.5605941460142339,1.043069582019617,1.6751328591101262,0.6730713801566462,Severe,1.043069582019617,-0.866452148772853,1.593957865894353,0.8788103401406605,-0.425057397083044
South India,Soybean,-0.541439368505565,-0.7760707450077675,-0.06470234107376077,0.42223675109152825,-0.6681929900683322,-0.514882465700533,Sprinkler,Inorganic,-1.300075334417551,1.1026599374823465,1.130180265908725,0.21651965544466006,Mild,1.1026599374823465,-0.6373124806038961,-0.13458118958231471,-0.6718426803517599,-0.5139868474911887
South India,Wheat,-0.7515006519913878,1.4462561603847575,0.35636628684306126,-0.3779486557876485,-1.2014096918127757,-0.6213927328139812,Sprinkler,Mixed,1.206517112523207,0.6855274492432402,1.4838450124920637,1.5861748295806193,Severe,0.6855274492432402,-0.34106079600776384,-0.6794847252383277,-0.4954603457973262,-0.6785410522430665
South USA,Rice,0.8777070490348043,-0.5538380544685152,-1.2867370700945817,0.06859883291028263,-1.0933991291517213,1.366798919970389,Drip,Mixed,-1.521468254716009,0.7451178047059697,-1.5673167453983228,-0.9248596563353061,Mild,0.7451178047059697,-0.9956270201402191,0.6150996626524822,0.6869597066463736,-1.4551785880652977
North India,Rice,0.09367549799617074,-0.4683639427226491,0.5023367445208932,0.48468416734044806,0.3852518014549839,-0.07700692312302264,Sprinkler,Organic,-1.6139680364845426,-1.7576771247286684,-1.6756987022488006,-0.01175620691133337,Severe,-1.7576771247286684,-0.21711811764723474,0.387196276609644,-0.020717555041760222,0.6600721243015554
South India,Wheat,1.5167667283719553,0.044480727752548736,-0.9087110130314793,0.32212703502064294,-0.859604113771466,-0.5326341768861078,Sprinkler,Organic,-0.3637045927442795,0.3875756719295928,-0.9035497075212635,1.1866920704576316,Severe,0.3875756719295928,-0.9407365688075866,1.3081227135392142,1.498288309669124,-1.122265650456907
North India,Cotton,-0.3432125235259861,0.14704966184758922,-1.601134978939142,-1.79070029212408,-1.1364666319849266,-0.017834552504440392,Sprinkler,Mixed,1.0397142273668345,-1.4001349919522914,1.3178968605670238,0.6730713801566462,Severe,-1.4001349919522914,0.25543282182474913,-1.286523450342968,-0.3059792234767119,-1.6400112621839407
Central USA,Wheat,1.5384631989667348,0.5915150429260939,-0.760869139229573,0.05641397120317635,0.5274429219201686,-1.1539440683812234,Manual,Organic,1.64399558859242,1.1026599374823465,1.065267008329829,0.21651965544466006,Severe,1.1026599374823465,-0.47898878666807454,1.0395633909664324,1.719772605347867,-0.20668815822294728
East Africa,Maize,-0.32743327218432805,0.7795580887670004,1.1479753073266867,0.5627780537359934,-1.4543458195633445,0.8519992955887221,Manual,Organic,-1.3031081141476668,-1.5193157028777504,-0.5715340778300458,0.9013472425126396,Severe,-1.5193157028777504,-0.6899924372663676,0.10971062758435465,-0.16229141591462093,-0.5044145878661135
Central USA,Cotton,0.04140672792692873,-0.5367432321193423,1.7112715606731912,-0.3285168872713191,0.6005893156210094,0.5502202054339512,Drip,Mixed,-0.6290728191294173,-1.5193157028777504,-1.4530281594115295,-1.2102044842802975,Severe,-1.5193157028777504,0.8726525897933729,-0.21126245382457115,-0.08570627390919776,1.7834570281327682
Central USA,Maize,-1.2840503847723463,-1.7333807965614716,-0.6560698362813857,-0.5774757662415148,-0.8001299431922777,-1.3196267061132545,Sprinkler,Inorganic,-0.10516012075190248,-0.20832788269770194,-1.380563280743492,0.33065758662265676,Moderate,-0.20832788269770194,-0.3269209275705007,-1.0403902564692795,-1.4606343367002295,-0.9441177855346796
South USA,Wheat,-0.6449907054351959,-0.4170794756751289,-1.4944642598668805,1.2959467212260845,1.371702699682204,1.6804124842488757,Sprinkler,Mixed,-0.33792596503829475,-0.6254603709368083,-0.8176351019021364,-0.2971010348563245,Severe,-0.6254603709368083,-0.8246958022695049,0.23363887308460146,-0.7032992707084808,-0.3653808326301969
North India,Maize,-0.7830591546747039,-0.9128293238011538,0.5285365702579399,0.23212521559315294,-1.0537496820989296,-1.4143024991029867,Manual,Organic,1.600778477438269,0.5663467383177813,-0.43755672805553614,1.0725541392796347,Mild,0.5663467383177813,-0.5348986828521425,-0.4068122797948568,-0.913761794026395,-0.4729993502483287
Central USA,Maize,0.42997079221525764,0.6257046876244398,-0.01791693797189166,-1.20845775259701,-0.36125158098723653,-0.6628133922469891,Sprinkler,Mixed,1.031374083109016,-0.7446410818622673,1.0509649539420414,-1.0389975875133028,Mild,-0.7446410818622673,0.5247071640702515,-0.6852174801110308,0.5882482938434034,-0.2666064886472677
East Africa,Wheat,1.638069723060951,-0.1777519627867036,0.8410630629784259,-0.30567027157049464,-0.726299938335355,0.6685649466711162,Sprinkler,Mixed,0.06695012893217255,-0.8638217927877262,-0.8712464976704211,-1.495549312225289,Severe,-0.8638217927877262,-0.23410694268986648,0.7085044941071212,1.5340333607098662,-0.029183741285753267
East Africa,Cotton,0.19229581888153346,1.41206651568641,1.4436590549305,-0.37531783337361385,-1.5965369400285292,1.644909061877727,Drip,Organic,0.9866405820898072,-0.4466893045486199,-1.165623347757069,0.6160024145676479,Severe,-0.4466893045486199,-0.3216129221286294,-0.16064644347721604,0.5379789074787537,-0.5003870137251916
Central USA,Cotton,-1.2860227911900537,-1.4085791719271787,-0.9798248257463201,0.7618897711771174,0.18495373272277693,0.6508132354855418,Sprinkler,Inorganic,-0.3599136180816347,0.8047081601686992,0.2739662160996943,-0.06882517250033172,Moderate,0.8047081601686992,-0.7358520590950792,-0.5773893066530997,-1.4237813471431187,-0.5705302125789683
South USA,Wheat,-1.2515056788801766,1.4633509827339304,-1.2811228217223578,-0.743771435676,-0.16573879034760694,-1.0592682753914915,Sprinkler,Inorganic,-0.011902144050839752,0.8642985156314286,-0.19018573610276587,-1.3243424154582943,Moderate,0.8642985156314286,-0.22684659312998182,-1.0833072682674967,-1.0453715945087194,-0.9703938034985574
North India,Rice,1.558187263143807,0.7795580887670004,0.12056785520964129,0.08715305414610369,-0.5909449294309965,-0.27819298322620345,Sprinkler,Organic,1.0852059233185725,-1.102183214638644,0.4508752988606669,1.3008300016356276,Severe,-1.102183214638644,-0.5524311132108114,1.085610228864409,1.8092127886458698,-0.3477430690144512
East Africa,Cotton,-0.3096816144249628,0.659894332322787,-1.0397101417167127,0.7808593854256808,1.042202122450381,-1.5681506627113009,Drip,Mixed,-0.9990719462035521,-0.02955681630951353,-1.3442115155683354,0.44479551780065346,Severe,-0.02955681630951353,-0.6175707476490148,0.25381211336631676,-0.1681457630351095,-0.1363137482547713
East Africa,Cotton,0.37474341251945464,-0.5538380544685152,1.3538310809749112,0.31368071042821716,1.0592924013524465,0.7159028431659822,Manual,Mixed,0.3770518563365192,-0.5658700154740788,-1.3308896377327508,-1.267273449869296,Severe,-0.5658700154740788,0.37453047688552155,0.47125984122027204,0.219852828145616,1.9284654299174273
South USA,Soybean,-1.1755680317984474,-0.4341742980243033,-1.1145667866797035,0.3765435196898793,0.6477584853907099,0.49696507187722705,Sprinkler,Mixed,-1.067309490131159,-1.102183214638644,-0.6602187476184401,1.529105863991621,Severe,-1.102183214638644,-0.5451619146678288,-0.6290307375682955,-1.2046000863270658,-0.4155004718729628
South India,Rice,1.1617335731846492,1.5488250944797963,0.08126811660407107,-0.11002016256888952,0.6176795945230749,-0.3196136426592108,Sprinkler,Inorganic,-1.0657931002661012,1.2218406484078055,0.8619613448543287,-0.7536527595683113,Severe,1.2218406484078055,-0.05102293202330814,0.6292643841352014,1.6508351936080934,0.5127153663920077
East Africa,Cotton,0.24555079215962924,-1.3572947048796584,-1.3840507085464693,0.8597840578467103,1.0914221256883294,-0.49121351745309993,Drip,Mixed,-0.13093874845788728,-1.4001349919522914,0.7764899495022848,1.7003127607586161,Severe,-1.4001349919522914,-0.762046632592513,0.7810797377467726,-0.10314522615683075,-0.4062950433182779
Central USA,Maize,1.3244571026454977,-1.4598636389746988,1.428687725937902,-1.4169850449936252,1.0524562897916208,-1.0474338012677753,Manual,Mixed,0.4452894002641262,0.5663467383177813,-1.2580241651694652,0.21651965544466006,Moderate,0.5663467383177813,2.486027844365171,-0.5973355192619255,0.7872739371696892,1.9863080381665685
East Africa,Soybean,-1.071030491659963,1.6001095615273166,-0.7159551522517783,0.1591545096880959,1.5330349325177022,0.03542058105228374,Drip,Organic,1.6477865632550646,-0.7446410818622673,1.223314084916681,-1.2102044842802975,Moderate,-0.7446410818622673,-0.05936719788184722,-0.6388480313066407,-0.8270840707625368,0.4389542413407375
South India,Cotton,0.03746191509151396,0.21542895124428235,-0.805783126207367,-0.3894411958068509,-0.17736018000101159,0.45554441244421917,Drip,Inorganic,0.12229835900678701,1.7581538475723708,1.2583276960162229,-1.7238251745812825,Severe,1.7581538475723708,-0.38736059668532136,-0.25523717876915825,0.08696668249243568,-0.6597765078475863
South USA,Maize,1.2820503646647916,0.9676011346079054,-0.3229577661960781,1.5278744866738472,1.0968910149369904,-0.035586263690015274,Manual,Inorganic,-0.48425758701638494,0.3875756719295928,1.1734529298698662,-1.5526182778142874,Severe,0.3875756719295928,-0.6678390577424539,2.3484996783411876,1.5850915992981702,0.513796143926757
South USA,Wheat,-1.2229057858234216,1.1898338251471579,-0.158273147277499,-1.821023982054265,1.5521760448880155,-1.0770199865770664,Sprinkler,Mixed,-0.6070851660860773,0.6855274492432402,-0.5038848491793504,-1.1531355186912993,Severe,0.6855274492432402,4.569588130887464,-1.4609235616363547,-1.0476731521200546,0.9722334163090617
Central USA,Rice,-0.17062696197660132,-1.4427688166255261,-1.455164521261311,-1.0845321704622353,-1.45571304187551,0.31353072295962114,Sprinkler,Organic,-1.609418866889369,-1.340544636489562,1.6362070650761427,-0.9248596563353061,Severe,-1.340544636489562,-0.6367796500442829,-0.808030004777799,-0.4788338817950303,-1.721738516250787
North India,Wheat,-0.5700392615623204,1.2582131145438509,-1.2979655668390306,0.8541070200058994,0.8521582210594127,-1.3196267061132545,Sprinkler,Organic,0.1730974194862278,0.6855274492432402,-1.1731920153949444,-1.2102044842802975,Severe,0.6855274492432402,-0.7474097234503306,0.07272180548404668,-0.3292090010365617,-0.4555969798601629
East Africa,Cotton,1.3165674769746687,-1.4598636389746988,-1.4345789438964878,0.7812747784384231,0.2929642953838307,-0.4320411468345177,Sprinkler,Inorganic,1.0624600753427038,0.6855274492432402,-1.4454935848711221,1.1866920704576316,Moderate,0.6855274492432402,-0.9354543476773094,1.6277833797739338,0.7805731250226959,-0.8455961606767913
South India,Soybean,0.4427914339303547,-1.1008723696420604,-0.3435433435609004,0.4133750334863598,0.9567507279400536,1.0235991703826108,Sprinkler,Inorganic,-0.3204874815901285,0.6259370937805107,0.29217193014755743,-1.267273449869296,Severe,0.6259370937805107,-0.3107029194774503,0.5992835064008113,0.13537177764687658,0.4027542679481412
Central USA,Soybean,0.7051214874854196,0.8650322005128664,1.7617997960232104,0.8433068016746006,-1.665581666792874,-1.550398951525726,Manual,Organic,-1.500996991537727,-0.2679182381604314,-0.005528996942211515,-0.2971010348563245,Severe,-0.2679182381604314,-0.782070553082523,1.1644181150929365,0.9423321484124267,-0.42730538249160394
North India,Soybean,0.2041302573877771,-1.2205361260862737,-1.49820709211503,-1.549772344733568,1.4257079810127304,1.6685780101251595,Sprinkler,Mixed,-0.5221673336428332,1.1026599374823465,1.1124433319510456,1.529105863991621,Mild,1.1026599374823465,1.0747223116267106,-1.0094069443253308,-0.10463725002553967,-0.34255027848218617
North India,Rice,-1.354070812600954,-0.2632260745325697,-0.11335916029970428,0.28418780652351666,-0.6654585454440018,0.8401648214650048,Sprinkler,Organic,-1.5934967733062606,-1.7576771247286684,-1.1741636686727797,0.7301403457456447,Mild,-1.7576771247286684,-0.5541517914309367,-0.791688840472595,-1.3530150982256606,-0.5407651173332014
Central USA,Rice,0.9358930383571686,1.241118292194678,0.9327624530580891,-1.414769615592333,1.3532451984679725,-0.6036410216284068,Sprinkler,Inorganic,0.1503515715103588,0.3875756719295928,0.4067332609140936,-0.01175620691133337,Mild,0.3875756719295928,2.4848104909635746,-0.7046884355294526,1.303121246882509,1.8208965002127193
Central USA,Rice,-0.7712247161684603,-1.3914843495780058,0.337652125602314,0.6785342399535035,-0.94163745250138,0.011751632804850733,Drip,Organic,-0.8026994586785502,-0.3275085936231609,1.4046211772510135,0.1594506898556617,Severe,-0.3275085936231609,-0.7000183570098565,-0.18495659747837434,-0.9814435421142846,-0.48763356000759844
South India,Maize,-0.7948935931809472,1.3778768709880642,-0.6130272654276667,1.0359106952494292,0.23143929133639454,-1.3669646026081206,Drip,Organic,-0.8754861722013308,-0.2679182381604314,-1.4977242101919563,-0.6395148283903147,Severe,-0.2679182381604314,-0.7237434544005619,-0.03555591005570823,-0.5544085838735254,-0.27651570710573115
East Africa,Cotton,-1.6242904918268481,-1.066682724943713,0.30022380312081887,-0.77132583885457,0.4064437472935452,-0.14801376786532164,Sprinkler,Organic,0.8622966131550569,1.2218406484078055,-0.897003832807425,0.10238172426666334,Severe,1.2218406484078055,0.9127330421473123,-1.259703746650226,-1.682226471727899,0.5239550942865621
Central USA,Wheat,0.9674515410404848,-0.4683639427226491,0.951476614298837,-0.7588640484723023,-1.020936346606964,1.698164195434451,Sprinkler,Inorganic,1.642479198727362,-0.7446410818622673,-1.415559845294299,0.6730713801566462,Moderate,-0.7446410818622673,0.021288880865820498,-0.08987328665759702,0.7973103828766286,-0.22050406783659543
South USA,Wheat,0.3530469419246746,-0.02389856164414441,0.573450557235734,-0.4582579715844855,0.30048401810073944,-1.574067899773159,Sprinkler,Organic,-0.6412039380498807,-0.2679182381604314,0.6562691645560756,-0.9248596563353061,Mild,-0.2679182381604314,0.34084900282889863,-0.13605485772991496,0.33859872382723005,0.6451714541882233
South India,Soybean,-1.2761607591015174,-1.3914843495780058,-0.12833048929230276,-0.7362943614466394,-1.3094202544738294,-0.5207997027623911,Sprinkler,Inorganic,-0.5850975130427372,-1.340544636489562,-1.4244496204590562,0.33065758662265676,Mild,-1.340544636489562,-0.2501180459287614,-1.091891251403742,-1.4133209302972494,-0.9996476851950891
Central USA,Rice,-1.3373053580504424,-0.8957345014519809,-0.4801567206183583,-0.046049638606581185,0.5923859817480176,-0.869916689412028,Sprinkler,Organic,1.6113932064936745,1.043069582019617,0.14281007014065383,-1.267273449869296,Severe,1.043069582019617,-0.10087443936936082,-0.889723161175512,-1.409112241186406,0.052940415236732166
North India,Rice,-1.2002231120197882,1.0701700687029458,-0.4183999885238907,0.35840469146680054,0.480957363306551,0.27211006352661377,Manual,Organic,-1.5624107810725731,1.6389731366469118,0.4696520722911168,1.0725541392796347,Severe,1.6389731366469118,-0.3407173007732349,-0.6539830695531007,-1.0382187434470476,0.02863755810099232
North India,Cotton,-1.4773462137076574,1.41206651568641,-0.19008722138676964,0.6843497421318954,-0.02628211450675267,-0.4320411468345177,Sprinkler,Organic,-0.4289093569417705,-0.7446410818622673,-0.2121246443233642,-0.8677906907463078,Moderate,-0.7446410818622673,-0.5324636603927076,-0.761113926236743,-1.3002462025680845,-0.14549089775842708
South USA,Cotton,1.3954637336829587,-0.10937267339001046,-1.483235763122432,-0.4975818434574197,-0.2894724095985612,0.49104783481536896,Sprinkler,Mixed,1.7546920487416484,-1.698086769265939,1.640460178985264,-0.06882517250033172,Moderate,-1.698086769265939,-0.6969377022970549,0.37280351284430935,1.3248959318575284,-1.1657763559852437
South USA,Maize,-1.0315823633058179,-0.6564069885635556,-0.9910533224907692,1.277392499990264,0.9389768378819061,-1.5859023738968758,Sprinkler,Mixed,-0.41753643295383613,-1.1617735701013736,-1.391328176268984,0.9584162081016381,Severe,-1.1617735701013736,-0.7359493192148068,-0.15153713740855693,-1.1006532947214183,-0.15294143196333965
South India,Soybean,1.2702159261585484,0.9676011346079054,-0.4820281367424327,1.0817423909886588,1.1666193528574182,-1.1657785425049403,Manual,Mixed,0.7432600087480095,0.9238888710941581,0.6557066284478552,1.6432437951696177,Severe,0.9238888710941581,-0.5797268350779891,1.889503463087697,1.5725231447684913,0.421168311429459
East Africa,Maize,-1.0463754114386221,-1.6137170401172583,-1.601134978939142,0.2594026900965614,-1.6539602771394695,-0.09475863430859752,Manual,Mixed,-0.9490310806566404,0.9238888710941581,-1.1277033000983885,0.6730713801566462,Mild,0.9238888710941581,-1.16885877293849,-0.5810682465340279,-1.2477786661869603,-1.883028681239526
North India,Soybean,1.3185398833923756,1.5317302721306234,-0.4127857401516669,1.437180345558454,-0.37013852601631025,-1.432054210288561,Manual,Inorganic,-1.1711821958876272,1.8177442030351003,-0.24330278195776597,1.5861748295806193,Moderate,1.8177442030351003,-0.9593694530736134,2.294363287122541,1.8194265045154268,-0.5241673058616352
